Universe: 610 stocks, Volume profiles: 896 stocks
2026-03-14 22:30:49,208 [WARNING] trading.trade_planner: SPRC: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:49,524 [WARNING] trading.trade_planner: VHC: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:49,652 [WARNING] trading.trade_planner: AGH: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:49,652 [WARNING] trading.trade_planner: AGH: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:49,652 [WARNING] trading.trade_planner: AGH: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:49,652 [WARNING] trading.trade_planner: AGH: fixed_risk shares 44444 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:49,686 [WARNING] trading.trade_planner: ANNA: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:49,686 [WARNING] trading.trade_planner: ANNA: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:50,187 [WARNING] trading.trade_planner: LFVN: fixed_risk shares 31948 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:50,988 [WARNING] trading.trade_planner: AEYE: fixed_risk shares 20020 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:50,988 [WARNING] trading.trade_planner: AEYE: fixed_risk shares 11771 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:51,647 [WARNING] trading.trade_planner: LCFY: fixed_risk shares 13333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:51,742 [WARNING] trading.trade_planner: LVLU: fixed_risk shares 43010 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:51,989 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 28653 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:51,989 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 23201 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:51,998 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 40404 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:52,012 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:52,012 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 23529 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:52,012 [WARNING] trading.trade_planner: PLCE: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:52,705 [WARNING] trading.trade_planner: WATT: fixed_risk shares 17825 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:52,705 [WARNING] trading.trade_planner: WATT: fixed_risk shares 27700 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:52,932 [WARNING] trading.trade_planner: BUUU: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:52,964 [WARNING] backtest: CVR: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:30:53,107 [WARNING] trading.trade_planner: DSY: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:53,123 [WARNING] trading.trade_planner: DSY: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:53,219 [WARNING] trading.trade_planner: GLXG: fixed_risk shares 19249 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:53,219 [WARNING] trading.trade_planner: GLXG: fixed_risk shares 18570 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:53,350 [WARNING] trading.trade_planner: IDAI: fixed_risk shares 33670 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:53,352 [WARNING] trading.trade_planner: IDAI: fixed_risk shares 44843 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:53,591 [WARNING] trading.trade_planner: MOB: fixed_risk shares 41322 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:53,647 [WARNING] backtest: NYC: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:30:53,791 [WARNING] trading.trade_planner: PTNM: fixed_risk shares 27855 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:54,315 [WARNING] trading.trade_planner: ZNB: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:54,315 [WARNING] trading.trade_planner: ZNB: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:54,315 [WARNING] trading.trade_planner: ZNB: fixed_risk shares 66445 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:54,347 [WARNING] trading.trade_planner: ZNB: fixed_risk shares 66666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:54,951 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 12499 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:54,967 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 15948 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:55,061 [WARNING] trading.trade_planner: KIDZ: fixed_risk shares 80000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:55,077 [WARNING] trading.trade_planner: KIDZ: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:55,506 [WARNING] trading.trade_planner: NTHI: fixed_risk shares 20020 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:56,019 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 18198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:56,020 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:56,020 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 25000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:56,022 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:56,633 [WARNING] trading.trade_planner: FCUV: fixed_risk shares 34482 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:56,761 [WARNING] trading.trade_planner: GWAV: fixed_risk shares 44052 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:56,891 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,238 [WARNING] trading.trade_planner: MAMK: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,238 [WARNING] trading.trade_planner: MAMK: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,238 [WARNING] trading.trade_planner: MAMK: fixed_risk shares 99999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,317 [WARNING] trading.trade_planner: NTWK: fixed_risk shares 21645 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,428 [WARNING] trading.trade_planner: OCC: fixed_risk shares 19047 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,428 [WARNING] trading.trade_planner: OCC: fixed_risk shares 21052 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,587 [WARNING] trading.trade_planner: PTNM: fixed_risk shares 12746 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,603 [WARNING] trading.trade_planner: PTNM: fixed_risk shares 40000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:57,844 [WARNING] trading.trade_planner: RFIL: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:58,015 [WARNING] trading.trade_planner: SPPL: fixed_risk shares 41580 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:58,173 [WARNING] trading.trade_planner: SUGP: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:58,231 [WARNING] trading.trade_planner: TOYO: fixed_risk shares 25940 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,110 [WARNING] trading.trade_planner: HUHU: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,142 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,196 [WARNING] trading.trade_planner: JFB: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,196 [WARNING] trading.trade_planner: JFB: fixed_risk shares 11111 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,196 [WARNING] trading.trade_planner: JFB: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,897 [WARNING] trading.trade_planner: TAOX: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,939 [WARNING] trading.trade_planner: ULY: fixed_risk shares 33613 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,939 [WARNING] backtest: UTSI: Only 5 bars, need at least 6 for setup detection
2026-03-14 22:30:59,987 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 40983 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:30:59,987 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 44742 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:00,332 [WARNING] backtest: BMHL: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:31:00,398 [WARNING] trading.trade_planner: CNSP: fixed_risk shares 10526 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:00,398 [WARNING] trading.trade_planner: CNSP: fixed_risk shares 14285 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:00,596 [WARNING] trading.trade_planner: EFOI: fixed_risk shares 25031 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:00,699 [WARNING] trading.trade_planner: FOFO: fixed_risk shares 18885 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:00,699 [WARNING] trading.trade_planner: FOFO: fixed_risk shares 28653 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:00,872 [WARNING] trading.trade_planner: HYPD: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:01,062 [WARNING] trading.trade_planner: MAXN: fixed_risk shares 30257 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:01,062 [WARNING] trading.trade_planner: MAXN: fixed_risk shares 56179 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:01,973 [WARNING] trading.trade_planner: ATLN: fixed_risk shares 57142 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:02,057 [WARNING] backtest: BRFH: Only 3 bars, need at least 6 for setup detection
2026-03-14 22:31:02,207 [WARNING] trading.trade_planner: DCOY: fixed_risk shares 28571 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:02,395 [WARNING] backtest: FUSB: Only 4 bars, need at least 6 for setup detection
2026-03-14 22:31:02,724 [WARNING] trading.trade_planner: KLRS: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:03,016 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 32626 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:03,018 [WARNING] trading.trade_planner: OPTX: fixed_risk shares 68259 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:03,524 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 76045 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:03,524 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 74349 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:03,524 [WARNING] trading.trade_planner: VNCE: fixed_risk shares 43572 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:03,802 [WARNING] trading.trade_planner: ASTI: fixed_risk shares 40899 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:04,126 [WARNING] trading.trade_planner: FGI: fixed_risk shares 22222 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:04,231 [WARNING] trading.trade_planner: HIND: fixed_risk shares 20181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:04,233 [WARNING] trading.trade_planner: HIND: fixed_risk shares 49999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:04,233 [WARNING] trading.trade_planner: HIND: fixed_risk shares 22727 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:04,235 [WARNING] trading.trade_planner: HIND: fixed_risk shares 33333 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:04,423 [WARNING] trading.trade_planner: JVA: fixed_risk shares 31545 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:04,869 [WARNING] trading.trade_planner: PTNM: fixed_risk shares 22271 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:05,034 [WARNING] trading.trade_planner: SBLX: fixed_risk shares 21621 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:05,277 [WARNING] trading.trade_planner: SQFT: fixed_risk shares 14285 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:05,293 [WARNING] trading.trade_planner: SQFT: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:05,325 [WARNING] trading.trade_planner: STEM: fixed_risk shares 16666 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:05,484 [WARNING] trading.trade_planner: ACXP: fixed_risk shares 24691 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,215 [WARNING] trading.trade_planner: PBM: fixed_risk shares 24999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,215 [WARNING] trading.trade_planner: PBM: fixed_risk shares 28530 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,451 [WARNING] trading.trade_planner: RMCF: fixed_risk shares 56338 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,453 [WARNING] trading.trade_planner: RMCF: fixed_risk shares 79999 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,484 [WARNING] trading.trade_planner: RMCF: fixed_risk shares 66225 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,643 [WARNING] trading.trade_planner: SPRC: fixed_risk shares 40567 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,707 [WARNING] trading.trade_planner: TAOX: fixed_risk shares 20000 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,904 [WARNING] trading.trade_planner: ACXP: fixed_risk shares 18198 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:06,904 [WARNING] trading.trade_planner: ACXP: fixed_risk shares 10531 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:07,135 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 16260 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:07,135 [WARNING] trading.trade_planner: BIAF: fixed_risk shares 15163 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:07,422 [WARNING] trading.trade_planner: FGI: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:07,469 [WARNING] trading.trade_planner: FGNX: fixed_risk shares 16012 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:07,724 [WARNING] trading.trade_planner: LICN: fixed_risk shares 18181 exceeds max_shares 10000, capping (risk budget distorted)
2026-03-14 22:31:08,280 [WARNING] trading.trade_planner: SAIH: fixed_risk shares 14295 exceeds max_shares 10000, capping (risk budget distorted)
